Year,Tech company?,Employer provide mental health benefits?,Know options for mental health care?,Employer discussed mental health?,Employer offer mental health resources?,Anonymity if you  take advantage of mental health resources?,Easy/difficult to ask for mental health medical leave?,Comfortable discussing mental health with supervisor?,Age,Gender,Country
2016,FALSE,Yes,I am not sure,Yes,I don't know,I don't know,Neither easy nor difficult,Maybe,46,M,United Kingdom
2016,TRUE,Not eligible for coverage / N/A,No,No,No,No,Somewhat difficult,Maybe,32,M,United Kingdom
2016,TRUE,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,44,M,Sweden
2016,FALSE,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,No,36,M,United States of America
2016,FALSE,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Yes,31,F,United Kingdom
2016,TRUE,Yes,I am not sure,No,Yes,Yes,Very difficult,No,36,M,United States of America
2016,TRUE,No,N/A,No,No,Yes,Somewhat difficult,No,23,M,Canada
2016,TRUE,Yes,I am not sure,No,No,Yes,Somewhat easy,No,23,M,Canada
2016,TRUE,No,N/A,No,No,I don't know,Very easy,Yes,49,F,United States of America
2016,TRUE,No,I am not sure,No,No,I don't know,Somewhat difficult,No,25,M,Bosnia and Herzegovina
2016,FALSE,No,No,No,No,I don't know,Very difficult,Maybe,39,M,United Kingdom
2016,TRUE,No,N/A,Yes,Yes,Yes,Somewhat easy,No,37,M,Germany
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,26,M,United States of America
2016,TRUE,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,No,41,M,United States of America
2016,TRUE,No,N/A,No,No,I don't know,Very easy,Yes,28,M,Netherlands
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,Yes,Neither easy nor difficult,Maybe,33,M,Sweden
2016,FALSE,No,No,Yes,No,Yes,Somewhat difficult,Yes,74, F,United States of America
2016,FALSE,I don't know,I am not sure,Yes,Yes,I don't know,Very easy,Yes,28,M,Netherlands
2016,TRUE,No,Yes,No,No,No,Neither easy nor difficult,No,47,M,United States of America
2016,FALSE,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,25,M,Bosnia and Herzegovina
2016,FALSE,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,51,M,United States of America
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Somewhat difficult,No,26,M,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,24,M,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,I don't know,No,32,F ,United States of America
2016,TRUE,Yes,No,No,No,Yes,Very difficult,No,57,M,United States of America
2016,FALSE,Yes,Yes,No,I don't know,I don't know,Somewhat easy,Yes,39,M,United States of America
2016,TRUE,No,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,26,F,United States of America
2016,FALSE,I don't know,No,I don't know,Yes,Yes,I don't know,No,38,M,United States of America
2016,TRUE,Yes,No,No,No,I don't know,Very difficult,Maybe,33,M,Finland
2016,TRUE,Yes,Yes,No,No,Yes,I don't know,Maybe,30,M,United States of America
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,25,F ,United States of America
2016,TRUE,Yes,Yes,No,No,Yes,Neither easy nor difficult,Yes,40,M,United States of America
2016,FALSE,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,26,F,United States of America
2016,FALSE,Yes,Yes,Yes,Yes,I don't know,Neither easy nor difficult,Maybe,34,M,United States of America
2016,FALSE,Yes,Yes,Yes,Yes,I don't know,I don't know,No,46,F,United States of America
2016,FALSE,Not eligible for coverage / N/A,N/A,No,I don't know,I don't know,Very difficult,No,31,F,United States of America
2016,TRUE,I don't know,No,No,No,I don't know,I don't know,Yes,30,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,29,M,Austria
2016,TRUE,Yes,Yes,No,No,I don't know,Very easy,Yes,31,M,United States of America
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Yes,40,M,United States of America
2016,TRUE,Yes,I am not sure,No,I don't know,I don't know,Very easy,Yes,39,M,United States of America
2016,TRUE,Yes,No,No,No,I don't know,Very easy,Maybe,37,M,United States of America
2016,TRUE,I don't know,I am not sure,No,Yes,I don't know,Very easy,Yes,27,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat difficult,No,45,M,United States of America
2016,TRUE,I don't know,No,No,No,Yes,Very easy,Maybe,29,M,United States of America
2016,TRUE,Yes,No,No,Yes,Yes,Very easy,Yes,47,F,United States of America
2016,TRUE,I don't know,No,No,No,Yes,Very easy,Yes,33,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,Yes,I don't know,No,32,M,United States of America
2016,TRUE,I don't know,No,No,No,I don't know,Very easy,Yes,29,M,United States of America
2016,TRUE,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,36,M,United States of America
2016,TRUE,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,No,35,F,United States of America
2016,TRUE,Yes,No,No,I don't know,I don't know,Very easy,Yes,40,M,United States of America
2016,TRUE,Yes,I am not sure,No,No,I don't know,Very difficult,No,36,M,United States of America
2016,FALSE,I don't know,No,I don't know,Yes,I don't know,I don't know,No,39,F,United States of America
2016,TRUE,Yes,No,I don't know,Yes,Yes,Somewhat easy,Yes,38,M,United States of America
2016,TRUE,I don't know,I am not sure,Yes,I don't know,Yes,Very easy,Yes,23,M,United States of America
2016,FALSE,No,No,No,No,No,Neither easy nor difficult,No,29,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Very easy,Maybe,38,M,United States of America
2016,FALSE,Yes,Yes,No,I don't know,I don't know,Very difficult,Maybe,34,F,United States of America
2016,TRUE,No,I am not sure,No,No,I don't know,Very easy,No,28,M,Brazil
2016,TRUE,No,N/A,No,No,Yes,Very easy,Yes,38,M,New Zealand
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Very difficult,No,25,F,United States of America
2016,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,36,F,United States of America
2016,TRUE,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,No,57,F,United States of America
2016,FALSE,I don't know,No,No,No,I don't know,Very difficult,No,46,M,Ireland
2016,TRUE,Yes,Yes,No,Yes,I don't know,Very difficult,No,49,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,Yes,Neither easy nor difficult,Maybe,34,M,United States of America
2016,TRUE,I don't know,No,No,No,Yes,Very easy,Yes,43,M,United Kingdom
2016,FALSE,Not eligible for coverage / N/A,N/A,Yes,No,I don't know,Very easy,No,24,NB,Sweden
2016,FALSE,Yes,Yes,No,No,I don't know,Very difficult,Maybe,33,M,United States of America
2016,TRUE,I don't know,No,No,No,Yes,Somewhat easy,Yes,28,M,Finland
2016,TRUE,Yes,I am not sure,No,Yes,Yes,Somewhat easy,Yes,48,M,Germany
2016,TRUE,Yes,Yes,No,No,I don't know,Very difficult,Maybe,33,F,United States of America
2016,TRUE,Not eligible for coverage / N/A,N/A,I don't know,I don't know,I don't know,Very easy,Maybe,40,M,United States of America
2016,TRUE,No,No,No,No,I don't know,Somewhat difficult,No,22,F,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,23,F,United States of America
2016,FALSE,No,N/A,No,No,I don't know,Somewhat easy,Maybe,33,M,Germany
2016,TRUE,I don't know,I am not sure,No,No,No,Very difficult,No,29,M,Netherlands
2016,TRUE,Yes,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,32,M,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,Somewhat difficult,No,43,M,United States of America
2016,FALSE,Yes,No,Yes,Yes,I don't know,Very easy,Yes,49,M,United States of America
2016,FALSE,No,No,No,No,I don't know,Very easy,Yes,44,M,Sweden
2016,TRUE,No,No,No,No,I don't know,Somewhat difficult,Maybe,27,M,Canada
2016,FALSE,I don't know,I am not sure,No,No,I don't know,Very difficult,Maybe,30,M,United States of America
2016,TRUE,No,N/A,No,No,I don't know,Very difficult,Yes,43,F,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,I don't know,Maybe,30,F ,United States of America
2016,FALSE,Yes,No,No,Yes,I don't know,Somewhat difficult,Yes,33,F,United States of America
2016,TRUE,I don't know,No,Yes,No,Yes,Somewhat difficult,No,26,F,United States of America
2016,FALSE,I don't know,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,47,M,Ireland
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,Neither easy nor difficult,No,30,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,39,M,United States of America
2016,TRUE,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,36,M,United States of America
2016,TRUE,No,No,No,No,I don't know,Very easy,Maybe,34,M,United Kingdom
2016,TRUE,Yes,No,No,I don't know,I don't know,Very difficult,No,25,F,United States of America
2016,FALSE,I don't know,No,Yes,Yes,I don't know,Somewhat difficult,No,28,M,Finland
2016,TRUE,Yes,Yes,I don't know,I don't know,No,Somewhat easy,Yes,38,M,United States of America
2016,TRUE,Yes,No,No,I don't know,Yes,Somewhat easy,Yes,39,M,United States of America
2016,FALSE,I don't know,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,32,M,United States of America
2016,FALSE,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Maybe,27,F,United States of America
2016,TRUE,Yes,Yes,I don't know,I don't know,I don't know,Somewhat difficult,Maybe,31,F,United States of America
2016,TRUE,I don't know,No,No,No,I don't know,Neither easy nor difficult,No,30,F,United Kingdom
2016,TRUE,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,26,M,United States of America
2016,TRUE,Yes,I am not sure,I don't know,Yes,No,Somewhat easy,No,27,F,United Kingdom
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,29,M,United States of America
2016,FALSE,I don't know,No,Yes,Yes,I don't know,Somewhat easy,No,39,M,United States of America
2016,TRUE,Yes,Yes,No,I don't know,Yes,Neither easy nor difficult,No,28,M,United States of America
2016,TRUE,Yes,Yes,No,No,Yes,Neither easy nor difficult,Yes,70,M,United States of America
2016,TRUE,No,N/A,No,No,I don't know,Neither easy nor difficult,Maybe,25,M,Germany
2016,TRUE,I don't know,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,Yes,45,M,United Kingdom
2016,FALSE,Yes,Yes,I don't know,Yes,Yes,Neither easy nor difficult,Yes,63,F,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Maybe,40,M,United States of America
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Very easy,Maybe,39,M,United States of America
2016,TRUE,Yes,No,No,No,I don't know,Somewhat easy,Maybe,31,F,United States of America
2016,TRUE,No,N/A,No,No,I don't know,Very difficult,No,34,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,No,Yes,No,I don't know,Somewhat easy,Yes,45,M,Ireland
2016,FALSE,Yes,Yes,No,No,Yes,Very easy,Yes,43,M,United States of America
2016,TRUE,Yes,Yes,No,No,Yes,Somewhat easy,Yes,29,M,United States of America
2016,TRUE,Yes,Yes,No,No,Yes,Somewhat easy,Yes,27,NB,United States of America
2016,TRUE,Yes,Yes,I don't know,Yes,Yes,Somewhat difficult,Yes,37,M,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,I don't know,Maybe,41,NB,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,Neither easy nor difficult,No,30,F,United States of America
2016,TRUE,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,28,M,United States of America
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,28,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Very difficult,No,22,M,United Kingdom
2016,TRUE,Yes,No,No,I don't know,I don't know,Very easy,Yes,31,M,United States of America
2016,TRUE,No,N/A,No,No,No,Somewhat difficult,No,29,M,United Kingdom
2016,TRUE,No,No,No,No,I don't know,Somewhat easy,No,33,M,Israel
2016,TRUE,I don't know,No,No,No,I don't know,Very easy,Maybe,37,M,Germany
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,42,M,United States of America
2016,TRUE,I don't know,No,No,No,Yes,Somewhat easy,Yes,31,M,United Kingdom
2016,TRUE,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,29,M,Canada
2016,TRUE,Yes,Yes,No,No,I don't know,Very easy,Maybe,40,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,Yes,Somewhat easy,Yes,46,F,Netherlands
2016,FALSE,Yes,No,Yes,I don't know,Yes,Very easy,Yes,43,M,Denmark
2016,TRUE,No,No,No,No,I don't know,I don't know,No,32,M,United Kingdom
2016,TRUE,Yes,Yes,No,Yes,I don't know,Very easy,No,40,M,Netherlands
2016,FALSE,No,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,38,M,Germany
2016,TRUE,No,N/A,No,No,I don't know,Very difficult,Maybe,32,M,United Kingdom
2016,FALSE,I don't know,I am not sure,No,No,No,Somewhat difficult,No,37,M,Mexico
2016,TRUE,No,No,No,No,I don't know,Very easy,Yes,24,M,United States of America
2016,FALSE,I don't know,I am not sure,No,No,I don't know,Very difficult,No,34,F,United States of America
2016,FALSE,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,32,M ,United States of America
2016,TRUE,No,N/A,No,No,I don't know,Very easy,No,29,M,Romania
2016,TRUE,Not eligible for coverage / N/A,No,I don't know,I don't know,I don't know,Very easy,Maybe,20,M,United States of America
2016,FALSE,Yes,Yes,Yes,No,Yes,Somewhat difficult,Yes,41,M,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,33,F,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat easy,Yes,25,M,United States of America
2016,TRUE,Yes,I am not sure,Yes,No,Yes,Somewhat difficult,Yes,24,NB,United States of America
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Yes,39,M,United States of America
2016,FALSE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,39,M,United Kingdom
2016,TRUE,No,I am not sure,No,No,I don't know,Somewhat easy,Yes,31,M,Denmark
2016,TRUE,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Very easy,Yes,37,M,United Kingdom
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Maybe,42,M,United Kingdom
2016,FALSE,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,30,M,United States of America
2016,TRUE,Yes,No,No,I don't know,I don't know,I don't know,No,30,M,Canada
2016,TRUE,Yes,No,No,No,I don't know,Very difficult,No,33,M,United States of America
2016,FALSE,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,Neither easy nor difficult,No,31,M,United States of America
2016,FALSE,Yes,Yes,No,No,Yes,Somewhat difficult,No,39,F,United States of America
2016,FALSE,No,No,No,No,Yes,I don't know,Yes,27,M,Germany
2016,TRUE,No,N/A,No,No,I don't know,I don't know,No,31,M,United States of America
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Very difficult,No,30,F,United States of America
2016,TRUE,Yes,No,Yes,No,Yes,Very easy,Yes,34,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Neither easy nor difficult,No,20,F,Canada
2016,TRUE,I don't know,No,No,No,I don't know,Somewhat difficult,No,50,F,United States of America
2016,FALSE,No,No,No,No,No,Very difficult,No,22,M,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,Somewhat easy,Maybe,41,M,Spain
2016,TRUE,No,No,No,No,I don't know,Somewhat easy,No,37,M,Germany
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Very easy,Maybe,32,M,United States of America
2016,TRUE,Yes,No,Yes,I don't know,Yes,Somewhat easy,Yes,38,M,Netherlands
2016,TRUE,Yes,I am not sure,No,No,I don't know,I don't know,No,27,M,United States of America
2016,FALSE,No,I am not sure,No,I don't know,No,Very difficult,No,37,F,United States of America
2016,FALSE,I don't know,No,No,No,I don't know,Very difficult,Yes,30,F,United States of America
2016,TRUE,No,No,No,I don't know,I don't know,Somewhat difficult,No,21,M,United States of America
2016,FALSE,I don't know,I am not sure,No,Yes,I don't know,Neither easy nor difficult,No,21,M,United States of America
2016,FALSE,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,46,M,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,28,M,United States of America
2016,FALSE,Yes,No,No,No,Yes,I don't know,No,26,NB,United States of America
2016,TRUE,Yes,I am not sure,I don't know,Yes,Yes,Neither easy nor difficult,No,44,M,United States of America
2016,TRUE,I don't know,I am not sure,I don't know,No,I don't know,Somewhat easy,Yes,35,F,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,Yes,I don't know,Yes,39,M,United States of America
2016,FALSE,I don't know,I am not sure,I don't know,I don't know,I don't know,I don't know,Maybe,37,F,United States of America
2016,FALSE,No,No,No,No,I don't know,Neither easy nor difficult,No,35,M,United States of America
2016,TRUE,Yes,Yes,No,I don't know,Yes,Somewhat difficult,No,29,F,United States of America
2016,TRUE,I don't know,No,I don't know,I don't know,I don't know,Neither easy nor difficult,Maybe,21,M,United States of America
2016,TRUE,Yes,Yes,No,Yes,Yes,Very difficult,Maybe,26,F,United States of America
2016,TRUE,Yes,I am not sure,Yes,No,Yes,Somewhat easy,Yes,35,M,Germany
2016,FALSE,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,Yes,56,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat easy,Yes,24,M,United Kingdom
2016,TRUE,No,I am not sure,No,No,I don't know,Somewhat easy,No,37,M,Ireland
2016,FALSE,No,Yes,No,No,I don't know,Very difficult,Maybe,27,F,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,39,F,United States of America
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Very difficult,No,34,M,United States of America
2016,FALSE,No,N/A,No,Yes,Yes,Very easy,Yes,33,M,United Kingdom
2016,TRUE,No,No,No,No,No,Somewhat difficult,No,22,M,United Kingdom
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat easy,Maybe,25,F,United Kingdom
2016,FALSE,I don't know,No,No,No,I don't know,Very easy,Maybe,34,M,United Kingdom
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Neither easy nor difficult,No,30,M,United Kingdom
2016,TRUE,No,No,No,No,I don't know,Somewhat difficult,Maybe,37,M,United Kingdom
2016,TRUE,No,No,No,No,No,Somewhat difficult,No,26,M,Chile
2016,FALSE,Yes,Yes,Yes,Yes,I don't know,I don't know,Yes,29,F,United States of America
2016,TRUE,No,No,I don't know,I don't know,No,Very difficult,No,29,M,Chile
2016,FALSE,No,N/A,No,No,I don't know,Somewhat difficult,No,27,M,United Kingdom
2016,FALSE,No,No,No,No,I don't know,Neither easy nor difficult,Yes,27,F,Chile
2016,FALSE,I don't know,No,Yes,Yes,Yes,Somewhat easy,Yes,23,M,United States of America
2016,TRUE,I don't know,Yes,No,Yes,Yes,Very easy,Yes,24,F,United States of America
2016,FALSE,No,No,No,No,No,Very easy,Yes,28,M,United Kingdom
2016,FALSE,I don't know,I am not sure,No,No,I don't know,I don't know,Maybe,22,M,United States of America
2016,TRUE,No,Yes,No,No,No,Somewhat easy,No,32,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,35,F,United States of America
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Very easy,Yes,26,M,United States of America
2016,TRUE,No,Yes,Yes,Yes,I don't know,Somewhat difficult,Maybe,31,F,United Kingdom
2016,TRUE,No,No,No,No,No,Somewhat difficult,Maybe,37,M,Pakistan
2016,FALSE,No,No,No,No,Yes,Neither easy nor difficult,Maybe,24,M,United Kingdom
2016,TRUE,Yes,Yes,Yes,Yes,I don't know,Very easy,Yes,33,M,United States of America
2016,TRUE,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,28,M,United States of America
2016,TRUE,I don't know,No,No,I don't know,I don't know,Somewhat easy,Maybe,22,F,United States of America
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,No,46,M,Germany
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Neither easy nor difficult,Maybe,30,M,United States of America
2016,TRUE,I don't know,I am not sure,No,Yes,Yes,Somewhat difficult,Maybe,29,M,United States of America
2016,TRUE,I don't know,No,No,No,I don't know,Somewhat easy,No,22,M,United States of America
2016,FALSE,Yes,Yes,No,Yes,I don't know,Somewhat easy,Maybe,30,M,United States of America
2016,FALSE,Yes,I am not sure,I don't know,Yes,Yes,Somewhat difficult,Maybe,39,M,United States of America
2016,FALSE,Yes,I am not sure,Yes,Yes,I don't know,Somewhat difficult,Maybe,39,M,United States of America
2016,TRUE,Yes,Yes,No,Yes,I don't know,Somewhat difficult,No,31,F,United States of America
2016,TRUE,Yes,No,No,I don't know,I don't know,I don't know,No,35,M,United States of America
2016,TRUE,No,I am not sure,No,No,I don't know,Very difficult,No,23,M,United States of America
2016,TRUE,Yes,I am not sure,Yes,Yes,I don't know,Very difficult,No,30,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,No,No,No,Yes,Neither easy nor difficult,No,28,M,France
2016,TRUE,Yes,No,No,Yes,I don't know,I don't know,No,23,F,Ireland
2016,TRUE,Yes,Yes,No,No,Yes,Neither easy nor difficult,Yes,26,F ,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,Very difficult,Maybe,24,F,United States of America
2016,TRUE,Yes,No,No,No,I don't know,Somewhat easy,Maybe,32,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,Yes,Somewhat easy,Yes,30,M,Estonia
2016,TRUE,Yes,I am not sure,No,No,I don't know,Somewhat difficult,Maybe,32,M,United States of America
2016,FALSE,Yes,Yes,No,No,I don't know,I don't know,No,35,M,United States of America
2016,TRUE,I don't know,Yes,No,No,I don't know,Neither easy nor difficult,No,26,F,United States of America
2016,FALSE,Yes,I am not sure,Yes,Yes,I don't know,Somewhat easy,Yes,30,F,United States of America
2016,TRUE,Yes,No,No,I don't know,Yes,Somewhat difficult,No,29,M,United States of America
2016,TRUE,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,Yes,39,M,Canada
2016,FALSE,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,Maybe,37,M,United Kingdom
2016,TRUE,Yes,No,No,No,I don't know,Very difficult,No,35,M,United States of America
2016,TRUE,Not eligible for coverage / N/A,Yes,No,No,No,I don't know,No,25,F,United States of America
2016,FALSE,Not eligible for coverage / N/A,N/A,Yes,Yes,Yes,Neither easy nor difficult,Maybe,22,NB,United States of America
2016,TRUE,Yes,Yes,No,No,No,Neither easy nor difficult,Maybe,33,M,United Kingdom
2016,TRUE,Yes,No,No,No,I don't know,Somewhat difficult,No,23,M ,United States of America
2016,TRUE,Yes,Yes,No,I don't know,I don't know,Very difficult,No,28,M,United States of America
2016,TRUE,Yes,Yes,No,No,I don't know,Very easy,Yes,30,M,United States of America
2016,TRUE,Yes,Yes,No,No,Yes,Somewhat easy,Yes,28,M,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,I don't know,Very easy,Yes,28,F,United States of America
2016,FALSE,Yes,No,No,Yes,I don't know,I don't know,Yes,37,M,United States of America
2016,TRUE,No,Yes,Yes,No,No,I don't know,Yes,30,M,United States of America
2016,TRUE,No,I am not sure,Yes,No,I don't know,Somewhat difficult,Yes,27,M,India
2016,TRUE,I don't know,I am not sure,No,No,I don't know,I don't know,No,28,M,Poland
2016,TRUE,No,No,No,No,No,Somewhat difficult,No,26,NB,Ireland
2016,TRUE,I don't know,I am not sure,No,I don't know,Yes,I don't know,No,29,M,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Yes,36,M,United Kingdom
2016,TRUE,I don't know,No,No,No,I don't know,Very difficult,No,38,M,Belgium
2016,TRUE,Yes,I am not sure,No,No,Yes,Very easy,No,22,F,United States of America
2016,TRUE,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,Neither easy nor difficult,Maybe,24,M,United States of America
2016,FALSE,Yes,Yes,No,I don't know,Yes,Somewhat easy,Yes,24,F,United States of America
2016,TRUE,Yes,Yes,No,I don't know,Yes,Very difficult,Maybe,36,F,United States of America
2016,FALSE,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,Very difficult,No,24,F,United States of America
2016,TRUE,No,No,No,No,I don't know,Somewhat easy,Maybe,24,M,United States of America
2016,TRUE,No,N/A,No,No,I don't know,Very difficult,No,31,M,Netherlands
2016,TRUE,Yes,I am not sure,Yes,No,I don't know,Neither easy nor difficult,No,39,M,United Kingdom
2016,TRUE,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,41,M,United States of America
2016,TRUE,No,No,No,No,Yes,Very easy,Maybe,37,M,Estonia
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,I don't know,Maybe,30,M,United States of America
2016,TRUE,Yes,I am not sure,Yes,I don't know,I don't know,Somewhat easy,Maybe,24,M,Canada
2016,TRUE,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Maybe,22,F,Canada
2016,TRUE,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,Yes,24,M,Canada
2016,TRUE,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,26,F,Canada
2016,TRUE,Yes,No,No,No,Yes,Somewhat easy,Yes,38,F,United States of America
2016,TRUE,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Yes,52,M,United States of America
2016,FALSE,I don't know,I am not sure,No,Yes,I don't know,Somewhat difficult,Yes,30,F,United States of America
2016,TRUE,Yes,No,No,No,I don't know,Very difficult,Maybe,25,NB,Canada
